Player,Class,Pos,School,weight,FT,IN,Height_IN,fty_dash,fty_pct_given_mass,Vertical,vrt_pct_given_mass,Bench,bch_pct_given_mass,broad_jump,bj_pct_given_mass,three_cone,three_pct_given_mass,Shuttle,shud_pct_given_mass,RAS
Josh Oliver,2019,TE,San Jose State,249,6,5,77,4.63,1.115549098,34,1.123507256,22,1.200786744,117,1.090310948,7.21,1.075219376,4.47,1.096315016,6.701688437
Noah Fant,2019,TE,Iowa,249,6,4,76,4.5,1.132869889,39.5,1.288299764,20,1.077447373,127,1.168129789,6.81,1.002378623,4.22,1.021558302,6.69068374
Kahale Warring,2019,TE,San Diego State,252,6,5,77,4.67,1.119319303,36.5,1.220649626,19,1.049537592,122,1.150603089,7.21,1.088173826,4.25,1.054916204,6.68319964
Alize Mack,2019,TE,Notre Dame,249,6,4,76,4.7,1.084662659,36,1.17414662,22,1.185192111,120,1.103744682,7.27,1.070087018,4.34,1.050607353,6.668440444
D.K. Metcalf,2019,WR,Mississippi,228,6,3,75,4.33,1.063868186,40.5,1.193597844,27,1.314355982,134,1.113718279,7.38,0.981576646,4.5,0.984342851,6.651459789
Jalen Jelks,2019,EDGE,Oregon,256,6,5,77,4.92,1.079307502,32.5,1.104131865,19,1.066196919,113,1.082638764,7.22,1.106979639,4.59,1.157393778,6.596648466
Zach Gentry,2019,TE,Michigan,265,6,8,80,4.9,1.165519084,29.5,1.077865991,12,0.724219541,110,1.133451613,7.4,1.220223334,4.53,1.228490579,6.549770141
Drue Tranquill,2019,LB,Notre Dame,234,6,2,74,4.57,1.020730249,37.5,1.119143398,31,1.528137392,122,1.026790511,6.94,0.934714097,4.14,0.917034523,6.54655017
T.J. Hockenson,2019,TE,Iowa,251,6,5,77,4.7,1.10776132,37.5,1.249115526,17,0.935333522,123,1.155430951,7.02,1.055293599,4.18,1.033423887,6.536358805
Alex Barnes,2019,RB,Kansas State,226,6,1,73,4.59,0.968273891,38.5,1.094709586,34,1.596847152,126,1.010360323,6.95,0.891841852,4.1,0.865272544,6.427305348
Jamal Davis,2019,EDGE,Akron,243,6,3,75,4.6,1.067306891,39,1.225008314,19,0.985766987,122,1.080691676,7,0.992287046,4.44,1.035114219,6.386175133
David Edwards,2019,OT,Wisconsin,308,6,6,78,5.28,1.225719244,25.5,1.055826096,,0,99,1.15599233,7.69,1.436955781,4.77,1.465890281,6.340383732
Cody Barton,2019,LB,Utah,237,6,2,74,4.64,1.018220164,32.5,0.982359205,30,1.497802159,116,0.988809189,6.9,0.941241141,4.03,0.904113344,6.332545201
Sione Takitaki,2019,LB,BYU,238,6,1,73,4.63,1.010877276,37,1.107920079,24,1.187036821,125,1.055563268,7.21,0.974331687,4.28,0.951220833,6.286949965
Cece Jefferson,2019,EDGE,Florida,266,6,1,73,5.02,1.042030396,30.5,1.02073082,17,0.939737483,108,1.019301565,7.5,1.132758957,4.53,1.125227833,6.279787055
Dax Raymond,2019,TE,Utah State,255,6,5,77,4.73,1.118276949,32,1.08289856,15,0.838446385,109,1.040235911,7.15,1.091964934,4.39,1.102638603,6.274461342
Ross Pierschbacher,2019,OT,Alabama,307,6,4,76,5.2,1.208727025,22.5,0.904776637,20,1.328419051,,0,7.83,1.420971851,4.7,1.402773629,6.265668193
Chase Winovich,2019,EDGE,Michigan,256,6,3,75,4.59,1.126855299,30.5,1.009271385,18,0.983845414,116,1.082514337,6.94,1.036412027,4.11,1.009440715,6.248339176
Kaden Smith,2019,TE,Stanford,255,6,5,77,4.92,1.075091457,32,1.08289856,15,0.838446385,108,1.030692462,7.08,1.081274369,4.47,1.122732245,6.231135477
Emeke Egbule,2019,LB,Houston,245,6,2,74,4.65,1.050326829,33,1.031142378,20,1.032240587,119,1.048622578,7.38,1.040700854,4.38,1.015803446,6.218836673
Jace Sternberger,2019,TE,Texas A&M,251,6,4,76,4.75,1.081865601,31.5,1.035630327,17,0.923186334,113,1.047707846,7.19,1.06681214,4.31,1.051725372,6.206927619
Charles Omenihu,2019,DL,Texas,280,6,5,77,4.92,1.18049258,36.5,1.356277363,,0,115,1.20509431,7.48,1.254359719,4.36,1.202466575,6.198690547
Devin White,2019,LB,LSU,237,6,1,73,4.42,1.0544562,39.5,1.177809882,22,1.083545165,118,0.992264953,7.07,0.951398286,4.17,0.922879562,6.182354049
Keenen Brown,2019,TE,Texas State,250,6,2,74,4.75,1.049198659,33,1.0521861,17,0.895310714,117,1.052039458,7.27,1.046111278,4.51,1.06729884,6.16214505
Dan Godsil,2019,LS,Indiana,241,6,4,76,5,0.986825216,34.5,1.089072074,16,0.834264472,118,1.050478289,7.56,1.07702101,4.55,1.06605546,6.103716521
Andrew Van ginkel,2019,LB,Wisconsin,241,6,3,75,,1,38,1.183773994,17,0.874742765,123,1.080582317,6.89,0.968655331,4.14,0.95723025,6.064984656
Kingsley Keke,2019,DL,Texas A&M,288,6,3,75,4.95,1.175514959,31.5,1.172657531,,0,111,1.165336015,7.55,1.268447357,4.46,1.232328173,6.014284035
Irv Smith,2019,TE,Alabama,242,6,2,74,4.63,1.041947178,32.5,1.003084082,19,0.968620861,110,0.957445825,7.32,1.019600199,4.33,0.991911098,5.982609244
Devin Bush,2019,LB,Michigan,234,5,11,71,4.43,1.010299383,40.5,1.159674537,21,0.99322269,124,1.001314096,6.93,0.895528034,4.23,0.898984783,5.959023524
Blake Cashman,2019,LB,Minnesota,237,6,1,73,4.5,1.035710312,37.5,1.118173939,18,0.886536953,124,1.042719103,6.95,0.935250084,4.12,0.91181386,5.930204251
Sutton Smith,2019,EDGE,Northern Illinois,233,6,1,73,4.69,0.976979715,31.5,0.923413516,25,1.210519867,118,0.975517865,6.75,0.89300584,4.32,0.939940354,5.919377157
Dre'Mont Jones,2019,DL,Ohio State,281,6,3,75,5.12,1.10886131,31.5,1.144155438,,0,110,1.126768526,7.71,1.263844685,4.53,1.22124712,5.864877079
Dontavius Russell,2019,DL,Auburn,319,6,3,75,5.15,1.251481187,,0,24,1.634618161,,0,7.81,1.453365094,4.77,1.459849525,5.799313966
Alec Ingold,2019,FB,Wisconsin,242,6,1,73,4.89,0.973215405,34,1.035199456,16,0.804658013,116,0.996025952,7.35,1.009944039,4.32,0.976247063,5.795289928
Lj Scott,2019,RB,Michigan State,227,6,1,73,,1,33,0.942474371,21,0.990652053,120,0.966505661,7.27,0.937032972,4.34,0.919975399,5.756640457
Ben Burr-Kirven,2019,LB,Washington,230,6,1,73,4.56,0.991894453,34.5,0.998335888,21,1.003744371,121,0.987439521,6.85,0.894567287,4.09,0.878439329,5.754420848
Miles Boykin,2019,WR,Notre Dame,220,6,4,76,4.42,1.019045585,43.5,1.253523333,12,0.571176921,140,1.137728789,6.77,0.880433759,4.07,0.870499347,5.732407734
Dakota Allen,2019,LB,Texas Tech,232,6,1,73,4.77,0.956471588,31.5,0.919450368,23,1.108898543,116,0.954867854,6.88,0.906298014,4.04,0.875245683,5.72123205
Carl Granderson,2019,EDGE,Wyoming,254,6,5,77,4.79,1.099938837,35,1.179775514,,0,119,1.131216789,7.44,1.131798522,4.41,1.103318241,5.646047902
Tyree Jackson,2019,QB,Buffalo,249,6,7,79,4.59,1.154498468,34.5,1.169640575,,0,120,1.147313552,7.09,1.084786866,4.28,1.076980834,5.633220295
Jazz Ferguson,2019,WR,Northwestern St. (LA),227,6,5,77,4.45,1.05812306,37,1.114615809,8,0.398070231,123,1.044951497,7.25,0.985658188,4.59,1.026282764,5.62770155
Maxx Crosby,2019,DL,East. Michigan,255,6,5,77,4.66,1.1350751,36,1.21826088,,0,122,1.164300744,6.89,1.052257119,4.13,1.037334267,5.60722811
Gary Johnson,2019,LB,Texas,226,6,1,73,4.43,1.003245409,33.5,0.95253951,16,0.751457483,121,0.97026666,7.15,0.917506366,4.57,0.964462323,5.55947775
Greg Gaines,2019,DL,Washington,312,6,1,73,5.16,1.189069831,31,1.2168752,30,1.94514437,109,1.20664187,,0,,0,5.557731271
Qadree Ollison,2019,RB,Pittsburgh,228,6,1,73,4.58,0.978975531,29.5,0.846226488,19,0.900252715,114,0.922225226,7.53,0.974819994,4.31,0.917640863,5.540140817
Alexander Mattison,2019,RB,Boise State,221,5,11,71,4.67,0.905134982,35,0.946510768,22,0.982712397,127,0.968565024,7.13,0.87018561,4.29,0.861084322,5.534193102
Drew Sample,2019,TE,Washington,255,6,5,77,4.71,1.123025471,33.5,1.13365943,,0,115,1.097496603,7.15,1.091964934,4.31,1.082544962,5.5286914
Malik Carney,2019,EDGE,North Carolina,251,6,2,74,4.73,1.057849557,33,1.056394845,25,1.321899936,113,1.020136587,7.4,1.069076802,,0,5.525357726
Gary Jennings,2019,WR,West Virginia,214,6,1,73,4.42,0.952125008,37,0.996197046,20,0.889446357,127,0.964305832,7.32,0.88944574,4.15,0.829320684,5.520840668
Ed Oliver,2019,DL,Houston,287,6,2,74,,1,36,1.317719611,32,1.934713787,120,1.238709024,,0,,0,5.491142422
Kelvin Harmon,2019,WR,North Carolina State,221,6,2,74,4.6,0.957735906,32.5,0.916039596,18,0.838010828,117,0.930002881,7.15,0.909498067,4.32,0.903744167,5.455031445
Jaylen Smith,2019,WR,Louisville,219,6,2,74,4.47,0.976670161,34.5,0.963611161,14,0.645887682,122,0.960970607,7.55,0.951687864,4.48,0.928734579,5.427562054
Lonnie Johnson,2019,CB,Kentucky,213,6,2,74,4.52,0.939404197,38,1.032290218,15,0.673062995,129,0.988269682,7.01,0.859411352,4.1,0.826671465,5.31910991
Ryquell Armstead,2019,RB,Temple,220,5,11,71,4.45,0.945585114,30,0.807623926,22,0.978265735,114,0.865486543,7.02,0.852883842,4.29,0.857188013,5.307033172
Jamel Dean,2019,CB,Auburn,206,6,1,73,4.3,0.942109174,41,1.062626958,16,0.684956821,130,0.950184347,7.02,0.821105455,4.19,0.806012674,5.266995429
Terry McLaurin,2019,WR,Ohio State,208,6,1,73,4.35,0.94032189,37.5,0.981350967,18,0.778057748,125,0.922509075,7.01,0.827896331,4.15,0.806068703,5.256204713
Will Harris,2019,S,Boston Col.,207,6,1,73,4.41,0.923069123,36.5,0.950589389,20,0.860352318,123,0.903384752,6.91,0.812162621,4.12,0.796394384,5.245952587
Evan Worthington,2019,S,Colorado,212,6,2,74,4.63,0.912780172,33.5,0.90577281,17,0.759223485,121,0.922629613,7.07,0.862697897,4.37,0.876974135,5.240078113
David Sills,2019,WR,West Virginia,211,6,3,75,4.57,0.932839928,37.5,1.022779179,14,0.630702984,117,0.899920239,6.97,0.857922863,4.28,0.866413588,5.210578783
Mike Jackson,2019,CB,Miami (FL),210,6,1,73,4.45,0.928029436,40.5,1.070049997,13,0.567333775,130,0.968634528,7.12,0.848973029,4.12,0.807936332,5.190957097
Miles Sanders,2019,RB,Penn State,211,5,11,71,4.49,0.89882278,36,0.929501718,20,0.852950703,124,0.902894335,6.89,0.802845118,4.19,0.802957565,5.189972219
Ashton Dulin,2019,WR,Malone University (Ohio),215,6,1,73,4.43,0.95441488,38,1.027902231,13,0.580841722,121,0.923041291,7,0.854537459,4.22,0.847249923,5.187987507
Byron Cowart,2019,DL,Maryland,298,6,3,75,5.16,1.16682959,30,1.155595054,26,1.654260908,111,1.205799072,,0,,0,5.182484623
Dawson Knox,2019,TE,Mississippi,254,6,4,76,,1,34.5,1.147818701,16,0.87926629,,0,7.12,1.069052535,4.27,1.05441834,5.150555865
Ken Webster,2019,CB,Mississippi,203,5,11,71,4.43,0.876456303,43,1.068143825,18,0.738550206,133,0.931709377,6.85,0.767921281,4.14,0.763295136,5.146076128
Porter Gustin,2019,EDGE,USC,255,6,4,76,4.69,1.113167551,35.5,1.185738764,31,1.710285439,119,1.120921432,,0,,0,5.130113185
Cody Thompson,2019,WR,Toledo,205,6,1,73,4.57,0.882145309,38.5,0.992988783,19,0.809437748,119,0.86556188,6.87,0.799659688,4.03,0.771470874,5.121264283
Dexter Williams,2019,RB,Notre Dame,212,5,11,71,4.57,0.887273718,36,0.93390694,17,0.728444155,130,0.951068945,7,0.819528374,4.16,0.800986705,5.121208836
Deebo Samuel,2019,WR,South Carolina,214,5,11,71,4.48,0.913637078,39,1.021277164,15,0.648808473,122,0.900961829,7.03,0.830805173,4.14,0.804655956,5.120145673
Jordan Jones,2019,LB,Kentucky,234,6,2,74,4.62,1.009683385,32.5,0.969924278,23,1.133779355,123,1.035206827,,0,4.37,0.967980885,5.11657473
Ryan Connelly,2019,LB,Wisconsin,242,6,2,74,4.66,1.035239363,34.5,1.064812334,,0,118,1.027078249,7.09,0.987563581,4.31,0.987329522,5.102023049
Malik Gant,2019,S,Marshall,209,6,1,73,4.63,0.887703155,34.5,0.907183481,17,0.738365165,114,0.845373124,7.45,0.884091396,4.3,0.839219118,5.101935438
Amani Oruwariye,2019,CB,Penn State,205,6,2,74,4.47,0.914234625,36.5,0.954300909,17,0.734154785,120,0.88479216,6.82,0.804714266,4.16,0.807266032,5.099462777
Lil'Jordan Humphrey,2019,WR,Texas,210,6,4,76,4.75,0.905146519,33.5,0.921477183,13,0.590648861,119,0.923111768,7.09,0.880138193,4.29,0.875846394,5.096368918
Jordan Scarlett,2019,RB,Florida,208,5,11,71,4.47,0.890007709,30,0.763571712,21,0.882864614,116,0.832633944,7.37,0.846566184,4.63,0.874662369,5.090306531
Taylor Rapp,2019,S,Washington,208,6,1,73,,1,35,0.91592757,17,0.734832318,115,0.848708349,6.82,0.805456916,3.99,0.774991355,5.079916506
Benny Snell,2019,RB,Kentucky,224,5,10,70,4.66,0.906441435,29.5,0.797214091,16,0.714198893,119,0.906916824,7.07,0.86225797,4.33,0.868503798,5.055533011
Jeff Allison,2019,LB,Fresno State,228,5,11,71,4.82,0.904744112,31,0.864891804,12,0.55300311,115,0.904826841,7.2,0.906561846,4.45,0.921490737,5.055518449
Caleb Wilson,2019,TE,UCLA,240,6,4,76,4.56,1.077555379,29,0.911653333,,0,113,1.001792362,7.2,1.021478136,4.4,1.026633136,5.039112347
Myles Gaskin,2019,RB,Washington,205,5,9,69,4.58,0.831988037,35.5,0.865442457,24,0.966423151,118,0.811258757,7.19,0.791049367,4.27,0.772624711,5.03878648
Chauncey Gardner-Johnson,2019,S,Florida,210,5,11,71,4.48,0.896559749,36,0.925096497,17,0.72157204,117,0.847886936,7.03,0.815276104,4.2,0.801059363,5.00745069
Bobby Okereke,2019,LB,Stanford,239,6,1,73,4.58,1.026206807,33.5,1.007331605,,0,122,1.034558446,7.25,0.983853676,4.26,0.950753926,5.00270446
Zedrick Woods,2019,S,Mississippi,205,5,11,71,4.29,0.91397544,34.5,0.865442457,19,0.787261371,122,0.863070911,7,0.792468475,4.15,0.772677158,4.994895812
Greg Little,2019,OT,Mississippi,310,6,5,77,5.33,1.206437472,25,1.028488215,,0,113,1.311007878,,0,4.74,1.447333212,4.993266777
Isaac Nauta,2019,TE,Georgia,244,6,3,75,4.91,1.004035817,28,0.883112462,19,0.989823641,,0,7.45,1.060422923,4.43,1.037033016,4.974427859
Cameron Smith,2019,LB,USC,238,6,2,74,4.69,1.011615423,39,1.183805016,15,0.752060999,123,1.05290267,,0,4.23,0.952986638,4.953370747
Bisi Johnson,2019,WR,Colorado State,204,6,1,73,4.51,0.889520771,38,0.975311885,14,0.59351841,124,0.897530367,6.88,0.796917219,4.16,0.792472363,4.945271015
Nick Brossette,2019,RB,LSU,209,5,11,71,4.72,0.846919718,35.5,0.907903897,15,0.633649396,118,0.851061767,7.38,0.851790401,4.44,0.84280164,4.93412682
Kris Boyd,2019,CB,Texas,201,5,11,71,4.45,0.863920945,36.5,0.897747414,19,0.771900174,127,0.880912081,6.94,0.770345627,4.08,0.744821726,4.929647967
Travis Homer,2019,RB,Miami (FL),201,5,10,70,4.48,0.846049341,39.5,0.957851283,17,0.680920094,130,0.889020732,7.07,0.773722553,4.31,0.775727406,4.923291408
Davante Davis,2019,CB,Texas,202,6,2,74,4.57,0.881143206,37,0.953216838,14,0.595750282,125,0.908170815,6.76,0.785961966,4.15,0.793540238,4.917783344
Amani Hooker,2019,S,Iowa,210,5,11,71,4.48,0.896559749,37,0.950793622,14,0.594235798,123,0.891368318,6.81,0.789762485,4.1,0.781986521,4.904706493
Deshaun Davis,2019,LB,Auburn,234,5,11,71,,1,31,0.887652115,25,1.182407965,111,0.896337619,,0,4.38,0.930863676,4.897261375
Rock Ya-Sin,2019,CB,Temple,192,6,1,73,4.51,0.83719602,39.5,0.954175094,18,0.718207152,120,0.817484965,7.31,0.796917219,4.31,0.7727502,4.89673065
Stanley Morgan,2019,WR,Nebraska,202,6,1,73,4.53,0.876911237,38.5,0.97845724,14,0.587699602,125,0.895898236,6.78,0.777634766,4.13,0.77904411,4.895645192
Derrick Baity,2019,CB,Kentucky,197,6,2,74,,1,38.5,0.967309755,10,0.415002848,127,0.8998624,7.06,0.800524065,4.31,0.80373519,4.886434258
Jakobi Meyers,2019,WR,North Carolina State,203,6,2,74,4.63,0.874030071,37,0.957935733,13,0.555935288,118,0.861557374,7.07,0.82607393,4.23,0.812841544,4.88837394
Antoine Wesley,2019,WR,Texas Tech,206,6,4,76,,1,37,0.998365187,6,0.267414649,117,0.890309717,7.07,0.860938187,4.26,0.853155469,4.870183209
Zack Bailey,2019,OL,South Carolina,299,6,5,77,,1,28,1.111032689,24,1.572991178,103,1.152586629,,0,,0,4.836610496
Trayveon Williams,2019,RB,Texas A&M,206,5,8,68,4.51,0.836718168,33,0.79670394,19,0.75767484,121,0.82382685,7.44,0.810626531,4.44,0.79560384,4.821154169
Daniel Jones,2019,QB,Duke,221,6,5,77,4.81,0.953054048,33.5,0.982504839,,0,120,0.992518667,7,0.926515702,4.41,0.959973745,4.814567002
Mike Bell,2019,S,Fresno State,210,6,3,75,4.83,0.878441885,30,0.814345508,10,0.448367051,118,0.903310387,7.1,0.869782473,4.46,0.898572626,4.812819929
Andrew Wingard,2019,S,Wyoming,209,6,1,73,4.56,0.901330177,36.5,0.959773828,9,0.390899205,121,0.897282,7.08,0.840183501,4.2,0.819702395,4.809171105
Kyle Shurmur,2019,QB,Vanderbilt,230,6,4,76,4.91,0.959046234,29.5,0.888731015,,0,106,0.900578827,7.51,1.021064343,4.53,1.012925251,4.782345669
Corey Ballentine,2019,CB,Washburn,196,5,11,71,4.47,0.838661111,39.5,0.947367338,15,0.594235798,135,0.913109008,6.82,0.738194049,4.14,0.736974614,4.768541918
Damarkus Lodge,2019,WR,Mississippi,202,6,2,74,4.55,0.885016363,33.5,0.863047678,11,0.468089507,119,0.864578615,7.06,0.820841934,4.53,0.866201753,4.767775851
Saivion Smith,2019,CB,Alabama,199,6,1,73,,1,33,0.826222026,11,0.454906093,121,0.854349846,7.09,0.801113253,4.37,0.81207313,4.748664349
Drew Lock,2019,QB,Missouri,228,6,4,76,4.69,0.995302751,31,0.925799678,,0,112,0.943280596,7.03,0.947491907,4.12,0.91323684,4.725111772
Alex Wesley,2019,WR,Northern Colorado,190,6,1,73,4.45,0.83964568,38.5,0.920331068,13,0.513301987,125,0.842676559,7.4,0.79832536,4.44,0.787765938,4.702046591
Clelin Ferrell,2019,EDGE,Clemson,264,6,4,76,,1,,0,25,1.427942302,,0,7.26,1.132989499,4.4,1.12929645,4.690228251
Keesean Johnson,2019,WR,Fresno State,201,6,1,73,4.6,0.859291852,30,0.758659786,14,0.584790198,117,0.834409458,7.28,0.830848886,4.23,0.793957128,4.661957309
Jordan Brailford,2019,EDGE,Oklahoma State,252,6,3,75,4.65,1.094935305,37.5,1.221518262,22,1.183689013,126,1.157462123,,0,,0,4.657604703
Darius Slayton,2019,WR,Auburn,190,6,1,73,4.39,0.851121476,40.5,0.968140474,11,0.43433245,135,0.910090683,7,0.755172638,4.15,0.736312757,4.655170478
Riley Ridley,2019,WR,Georgia,199,6,1,73,4.58,0.854456714,30.5,0.763629448,13,0.537616291,124,0.875532074,7.22,0.815802213,4.28,0.795348512,4.642385252
Darnell Savage,2019,S,Maryland,198,5,11,71,4.36,0.868593665,39.5,0.957034352,11,0.440219581,126,0.860931351,7.03,0.768688898,4.14,0.744494763,4.639962611
Gardner Minshew,2019,QB,Washington State,225,6,1,73,4.97,0.89028406,33.5,0.948324733,,0,116,0.926057186,7.14,0.912169055,4.45,0.934981799,4.611816833
David Long,2019,CB,Michigan,196,5,11,71,4.45,0.842430374,39.5,0.947367338,15,0.594235798,120,0.811652452,6.45,0.698145398,3.97,0.706712372,4.600543732
Brian Burns,2019,EDGE,Florida State,249,6,5,77,4.53,1.140174905,36,1.189595918,,0,129,1.202137712,7.01,1.045393596,,0,4.577302131
Ugo Amadi,2019,S,Oregon,199,5,9,69,4.51,0.820172556,32.5,0.769117017,18,0.703603197,115,0.767493041,7.21,0.770032715,4.19,0.735959571,4.566378097
Ty Summers,2019,LB,TCU,241,6,1,73,4.51,1.050855421,36,1.09156423,27,1.352249403,123,1.051766788,,0,,0,4.546435842
Marvell Tell,2019,S,USC,198,6,2,74,,1,42,1.060603589,,0,136,0.968523711,6.63,0.755583009,4.01,0.751586637,4.536296946
Jonathan Ledbetter,2019,DL,Georgia,280,6,4,76,5.14,1.115290782,26.5,0.971906283,22,1.332746148,108,1.117042811,,0,,0,4.536986024
Easton Stick,2019,QB,North Dakota State,224,6,1,73,4.62,0.953473245,33.5,0.944109956,,0,118,0.937836918,6.65,0.845793355,4.05,0.847156542,4.528370016
Isaiah Johnson,2019,CB,Houston,208,6,2,74,4.4,0.942371159,36.5,0.968266288,,0,133,0.994995541,6.81,0.815293372,4.06,0.799390266,4.520316625
Devin Singletary,2019,RB,Florida Atlantic,203,5,7,67,4.66,0.786257013,35,0.820438019,15,0.580784786,117,0.773448036,7.32,0.774379178,4.4,0.76552836,4.500835391
Ryan Davis,2019,WR,Auburn,189,5,10,70,,1,35,0.798058598,12,0.451953987,124,0.797362796,7.09,0.729588239,4.23,0.71587629,4.492839909
Julian Love,2019,CB,Notre Dame,195,5,11,71,4.54,0.821517303,36,0.859018176,14,0.551790384,121,0.814240629,6.72,0.723659017,4.1,0.726130341,4.49635585
Will Grier,2019,QB,West Virginia,217,6,2,74,4.84,0.893769849,34,0.940973218,,0,112,0.87414588,7.09,0.88554255,4.28,0.879170262,4.47360176
Jamarius Way,2019,WR,South Alabama,215,6,3,75,4.63,0.93820629,32.5,0.903212577,16,0.73446793,119,0.932655216,,0,4.66,0.961221347,4.469763361
Ryan Finley,2019,QB,North Carolina State,213,6,4,76,4.73,0.921959116,30.5,0.850941936,,0,116,0.9126949,7.2,0.906561846,4.2,0.869721594,4.461879393
Blace Brown,2019,CB,Troy,194,6,1,73,4.75,0.803175752,26.35,0.643149745,14,0.564424371,126,0.867300455,7.33,0.8074215,4.22,0.76449528,4.449967102
Anthony Johnson,2019,WR,Buffalo,209,6,2,74,,1,32.5,0.866299889,18,0.792507978,122,0.91709067,7.12,0.856504688,,0,4.432403225
Jarrett Stidham,2019,QB,Auburn,218,6,2,74,4.81,0.903488741,31,0.861899838,,0,110,0.86249252,7.28,0.913463792,4.33,0.893539749,4.434884641
Jordan Ta'amu,2019,QB,Mississippi,221,6,3,75,4.77,0.936083879,27.5,0.785584893,,0,109,0.878121224,7.06,0.910185648,4.36,0.924438009,4.434413652
N'Keal Harry,2019,WR,Arizona State,228,6,2,74,4.53,1.003339645,38.5,1.119526011,27,1.296831236,122,1.00046255,,0,,0,4.420159441
Joe Jackson,2019,DL,Miami (FL),275,6,4,76,,1,27,0.972561206,22,1.30894711,109,1.107253911,,0,,0,4.388762227
Lukas Denis,2019,S,Boston Col.,190,5,11,71,4.64,0.78320162,33.5,0.778867619,16,0.6144479,116,0.760579083,6.89,0.722941102,4.09,0.705785976,4.3658233
Andy Isabella,2019,WR,Massachusetts,188,5,9,69,4.31,0.810791669,36.5,0.816031074,15,0.553925465,121,0.762898479,6.95,0.701234847,4.15,0.688640886,4.33352242
Alijah Holder,2019,CB,Stanford,191,6,1,73,4.6,0.816541014,36,0.865098622,9,0.357233245,121,0.820004124,6.7,0.72661235,4.15,0.740188088,4.325677442
Brett Rypien,2019,QB,Boise State,210,6,2,74,4.91,0.852607464,33,0.883836324,,0,116,0.876160041,7.1,0.858185373,4.29,0.852797805,4.323587008
Emmanuel Butler,2019,WR,Northern Arizona,217,6,3,75,,1,36,1.00978843,11,0.509643881,115,0.909689698,,0,4.22,0.878559573,4.307681582
Jake Browning,2019,QB,Washington,211,6,2,74,4.74,0.887391861,29,0.780403242,,0,112,0.849975948,7.19,0.873202178,4.44,0.886818843,4.277792073
Otaro Alaka,2019,LB,Texas A&M,239,6,3,75,4.82,1.001824698,36,1.112163293,20,1.02056881,131,1.141313354,,0,,0,4.275870156
Germaine Pratt,2019,LB,North Carolina State,240,6,2,74,4.57,1.046902819,32.5,0.994794131,24,1.213409344,116,1.001325761,,0,,0,4.256432056
Diontae Johnson,2019,WR,Toledo,183,5,10,70,4.53,0.7617817,33.5,0.739606687,15,0.547007802,123,0.765823484,7.09,0.706426707,4.45,0.729200416,4.249846797
Justin Layne,2019,CB,Michigan State,192,6,2,74,4.5,0.850550379,37.5,0.918271506,,0,134,0.925363117,6.9,0.762524468,4.09,0.74335116,4.200060631
Parris Campbell,2019,WR,Ohio State,205,6,1,73,4.31,0.935360571,40,1.031676658,11,0.468621854,135,0.981939948,,0,4.03,0.771470874,4.189069906
Tyre Brady,2019,WR,Marshall,211,6,3,75,,1,32,0.872771566,12,0.540602558,117,0.899920239,,0,4.25,0.860340596,4.17363496
Montre Hartage,2019,CB,Northwestern,190,5,11,71,4.68,0.776507589,34.5,0.802117399,9,0.345626944,123,0.806476097,6.95,0.72923667,4.08,0.704060338,4.164025037
Terrill Hanks,2019,LB,New Mexico State,242,6,2,74,4.98,0.968717958,35.5,1.095676459,21,1.070580952,118,1.027078249,,0,,0,4.162053619
Trace McSorley,2019,QB,Penn State,202,6,1,73,4.57,0.869235866,33,0.838677634,,0,115,0.824226377,7.09,0.813190338,4.12,0.777157805,4.12248802
Hakeem Butler,2019,WR,Iowa State,227,6,5,77,4.48,1.051037415,36,1.084491058,18,0.89565802,128,1.087429201,,0,,0,4.118615693
Derwin Gray,2019,OT,Maryland,320,6,4,76,5.26,1.245539298,,0,26,1.80007272,90,1.063850296,,0,,0,4.109462314
Nyqwan Murray,2019,WR,Florida State,191,5,10,70,4.63,0.7779112,34,0.7834607,8,0.304491046,113,0.734318195,7.2,0.748747954,4.4,0.752526592,4.101455687
John Battle,2019,S,LSU,201,6,1,73,4.67,0.846411675,29.5,0.746015457,,0,120,0.855804572,7.09,0.809164643,4.33,0.8127268,4.070123147
Shareef Miller,2019,EDGE,Penn State,254,6,4,76,4.69,1.108802188,29.5,0.981468164,16,0.87926629,,0,,0,4.45,1.098866888,4.06840353
Dre Greenlaw,2019,LB,Arkansas,237,5,11,71,,1,33,0.957034352,24,1.14966436,117,0.956900971,,0,,0,4.063599683
Dexter Lawrence,2019,DL,Clemson,342,6,4,76,5.05,1.386525714,,0,36,2.663761458,,0,,0,,0,4.050287172
Johnnie Dixon,2019,WR,Ohio State,201,5,10,70,4.41,0.859478695,37.5,0.909352484,16,0.640865971,120,0.820634521,,0,4.43,0.797325384,4.027657056
